"Common Name","Botanical Name","State","County","Site","Site Latitude","Site Longitude","Location comments","Tree name","Tree id","Measurement number","Latitude","Longitude","Elevation","Ownership type","Height (ft)","Height measurement method","Girth (ft)","Girth (in)","Crown spread (ft)","Tree comments","Measurer(s)","Measured","Trip report url","Photos available"
"Red Spruce","Picea rubens","North Carolina","Haywood","Horse Creek","35 35.607","-083 10.614","","","323603","1","35 35.607","-083 10.614","4760.0 ft","Public","160.3'","Clinometer/laser rangefinder/sine","9.5'","114''","","Heights:  B. Beduhn 160.3, J. Riddle 157.0, E. Whitcomb 160.0; J. Scheff tape wrap: 9.50' CBH","Brian Beduhn, Jess Riddle, Jim Scheff","2026-05-24","","N"
