"Common Name","Botanical Name","State","County","Site","Site Latitude","Site Longitude","Location comments","Tree name","Tree id","Measurement number","Latitude","Longitude","Elevation","Ownership type","Height (ft)","Height measurement method","Girth (ft)","Girth (in)","Crown spread (ft)","Tree comments","Measurer(s)","Measured","Trip report url","Photos available"
"American Basswood","Tilia americana var. americana","Georgia","White","Mark Trail Wilderness","","","16,400 Acres
14 miles of the Appalachian Trail traverse the wilderness. Trees were measured just off trail on north facing slope.","","249598","1","","","","Public - federal","111.4'","Clinometer/laser rangefinder/sine","11.8'","142''","","","Jess Riddle","2015-04-26","http%3A%2F%2Fwww.ents-bbs.org%2Fviewtopic.php%3Ff%3D73%26t%3D7018%26sid%3D6744f533e0a6b584a1da3c0e88b3e7de","N"
"Flowering Dogwood","Cornus florida","Georgia","White","Mark Trail Wilderness","","","16,400 Acres
14 miles of the Appalachian Trail traverse the wilderness. Trees were measured just off trail on north facing slope.","","249597","1","","","","Public - federal","60.1'","Clinometer/laser rangefinder/sine","3.0'","36''","","","Jess Riddle","2015-04-26","http%3A%2F%2Fwww.ents-bbs.org%2Fviewtopic.php%3Ff%3D73%26t%3D7018%26sid%3D6744f533e0a6b584a1da3c0e88b3e7de","N"
