"Common Name","Botanical Name","State","County","Site","Site Latitude","Site Longitude","Location comments","Tree name","Tree id","Measurement number","Latitude","Longitude","Elevation","Ownership type","Height (ft)","Height measurement method","Girth (ft)","Girth (in)","Crown spread (ft)","Tree comments","Measurer(s)","Measured","Trip report url","Photos available"
"Mountain Silverbell","Halesia tetraptera","New York","Monroe","Durand Eastman Park","","","","","281828","1","","","","Public","100.4'","Clinometer/laser rangefinder/sine","8.7'","104''","","Var. 'monticola;' CBH at 3.5’","Elijah Whitcomb","2020-10-05","","N"
