"Common Name","Botanical Name","State","County","Site","Site Latitude","Site Longitude","Location comments","Tree name","Tree id","Measurement number","Latitude","Longitude","Elevation","Ownership type","Height (ft)","Height measurement method","Girth (ft)","Girth (in)","Crown spread (ft)","Tree comments","Measurer(s)","Measured","Trip report url","Photos available"
"Cypress Knee","Taxodium knee","Mississippi","Noxubee","Noxubee National Wildlife Reserve","","","Trees measured per trip reports on 11/25/2018, 12/06/2018, 04/05/2019.","","251183","1","","","","Public - federal","4.3'","Clinometer/laser rangefinder/sine","","","","","Larry Tucei","2011-01-28","http%3A%2F%2Fwww.ents-bbs.org%2Fviewtopic.php%3Ff%3D95%26t%3D8547%26sid%3D0f79a30839ac89ac82cc365c21d27dd6","N"
"Cypress Knee","Taxodium knee","Mississippi","Noxubee","Noxubee National Wildlife Reserve","","","Trees measured per trip reports on 11/25/2018, 12/06/2018, 04/05/2019.","","251185","1","","","","Public - federal","6.6'","Clinometer/laser rangefinder/sine","","","","Oktoc Creek","Larry Tucei","2011-01-28","http%3A%2F%2Fwww.ents-bbs.org%2Fviewtopic.php%3Ff%3D95%26t%3D8547%26sid%3D0f79a30839ac89ac82cc365c21d27dd6","N"
