"Common Name","Botanical Name","State","County","Site","Site Latitude","Site Longitude","Location comments","Tree name","Tree id","Measurement number","Latitude","Longitude","Elevation","Ownership type","Height (ft)","Height measurement method","Girth (ft)","Girth (in)","Crown spread (ft)","Tree comments","Measurer(s)","Measured","Trip report url","Photos available"
"Kousa Dogwood","Cornus kousa","New York","Monroe","Highland Park","","","","","226111","1","","","","Public","28.3'","Clinometer/laser rangefinder/sine","2.8'","34''","","","Elijah Whitcomb, Tom Howard","2020-11-01","http%3A%2F%2Fwww.ents-bbs.org%2Fviewtopic.php%3Ff%3D105%26t%3D7037","N"
"Kousa Dogwood","Cornus kousa","Pennsylvania","Various Counties","Pennsylvania Single Tree Sites","40 12.506","-077 11.152","","","255994","1","40 12.506","-077 11.152","","Public, Private","18.6'","Clinometer/laser rangefinder/sine","1.9'","23''","","Measured by T. Sharp 10/3/2021 in back yard of 540 North Hanover Street, Carlisle, Cumberland County.","Various Various","2000-01-01","","N"
