"Common Name","Botanical Name","State","County","Site","Site Latitude","Site Longitude","Location comments","Tree name","Tree id","Measurement number","Latitude","Longitude","Elevation","Ownership type","Height (ft)","Height measurement method","Girth (ft)","Girth (in)","Crown spread (ft)","Tree comments","Measurer(s)","Measured","Trip report url","Photos available"
"Subalpine Fir","Abies lasiocarpa","Colorado","La Plata","Hermosa Creek","","","","","242472","1","","","","Public - federal","118.5'","Clinometer/laser rangefinder/sine","","","","Coal Bank Pass at 11,000 feet.","Matt Markworth, Will Blozan, Chris Morris","2014-08-15","http%3A%2F%2Fwww.ents-bbs.org%2Fviewtopic.php%3Ff%3D70%26t%3D6506%26sid%3Dd12da352a71ab3f57d4787641af75f65%23p38703","N"
"Subalpine Fir","Abies lasiocarpa","Colorado","La Plata","Hermosa Creek","","","","","280641","1","","","8240.0 ft","Public - federal","133.0'","Clinometer/laser rangefinder/sine","7.0'","84''","","","Matt Markworth, Will Blozan, Larry Tucei","2015-06-22","http%3A%2F%2Fwww.ents-bbs.org%2Fviewtopic.php%3Ff%3D70%26t%3D6506%26sid%3Dd12da352a71ab3f57d4787641af75f65%23p38703","N"
