"Id","StateId","ScientificName","CommonName","MaxHeight","MaxHeightInputFormat","MaxHeightTreeId","MaxGirth","MaxGirthInputFormat","MaxGirthTreeId","MaxCrownSpread","MaxCrownSpreadInputFormat","MaxCrownSpreadTreeId","Number"
"1000743204","28","Pinus rigida","Pitch Pine","6.9599998474121094e+001","2","256181","4.9166665077209473e+000","2","256181","0.0000000000000000e+000","0",NULL,"1"
"1001100132","7","Cornus florida","Flowering Dogwood","5.2400001525878906e+001","2","142900","2.0000000000000000e+000","2","142900","0.0000000000000000e+000","0",NULL,"2"
"1001119069","27","Cornus drummondii","Roughleaf Dogwood","2.5600000381469727e+001","2","220660","1.2500000000000000e+000","2","220661","0.0000000000000000e+000","0",NULL,"2"
"1001407479","38","Asimina triloba","Pawpaw","6.0900001525878906e+001","2","252773","1.6666666269302368e+000","2","252773","0.0000000000000000e+000","0",NULL,"6"
"1001735352","23","Fagus grandifolia","American Beech","1.1400000000000000e+002","2","251153","1.2000000000000000e+001","2","251627","9.7000000000000000e+001","2","251153","2"
"1002926249","33","Vitis labrusca","Northern Fox Grape (Vine)","0.0000000000000000e+000","0",NULL,"2.0833332538604736e+000","2","15985","0.0000000000000000e+000","0",NULL,"1"
"1003317990","40","Quercus pagoda","Cherrybark Oak","1.5780000305175781e+002","2","322741","1.9610000610351562e+001","2","322744","0.0000000000000000e+000","0",NULL,"50"
"1003647530","18","Ilex opaca var. opaca","American Holly","6.9300003051757812e+001","2","128101","4.1999998092651367e+000","2","128101","0.0000000000000000e+000","0",NULL,"4"
"1003656328","25","Cunninghamia lanceolata","Chinese Fir","8.1900001525878906e+001","2","39768","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"3"
"100374024","9","Pinus strobus","Eastern White Pine","1.8580000305175781e+002","2","235208","1.3333333015441895e+001","2","234927","0.0000000000000000e+000","0",NULL,"65"
"1004249603","12","Celtis occidentalis","Common Hackberry","0.0000000000000000e+000","0",NULL,"1.7500000000000000e+001","2","171015","0.0000000000000000e+000","0",NULL,"1"
"100618954","32","Carya x dunbarii","Dunbar’S Hickory","8.4800003051757813e+001","2","226062","4.9000000953674316e+000","2","226062","0.0000000000000000e+000","0",NULL,"1"
"1007058739","124","Cercis siliquastrum","Judas-Tree","4.5799999237060547e+001","2","274943","1.8333333730697632e+000","2","274943","0.0000000000000000e+000","0",NULL,"1"
"1007666182","9","Prunus alabamensis","Alabama Cherry","5.5099998474121094e+001","2","243225","3.0833332538604736e+000","2","243224","0.0000000000000000e+000","0",NULL,"5"
"1008507764","25","Liriodendron tulipifera","Tuliptree","1.9119999694824219e+002","2","252473","2.7000000000000000e+001","2","252309","1.4350000000000000e+002","2","252353","342"
"1009009512","40","Alnus serrulata","Hazel Alder","1.7200000762939453e+001","2","312634","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"1"
"1010186989","9","Quercus sinuata","Bastard Oak","1.0240000152587891e+002","2","234571","8.1666669845581055e+000","2","234572","6.5000000000000000e+001","2","234572","3"
"1010651247","9","Acer rubrum","Red Maple","1.1659999847412109e+002","2","249281","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"1"
"1010887353","36","Bumelia lycoides","Buckthorn Bully","2.3500000000000000e+001","2","142267","1.3999999761581421e+000","2","142267","1.8000000000000000e+001","2","142267","1"
"1011391473","38","Sassafras albidum","Sassafras","9.6500000000000000e+001","2","40324","6.5000000000000000e+000","2","281323","0.0000000000000000e+000","0",NULL,"3"
"1011958133","32","Abies balsamea var. balsamea","Balsam Fir","1.0869999694824219e+002","2","228334","5.6900000572204590e+000","2","228334","1.7000000000000000e+001","2","228334","15"
"1013701889","40","Hamamelis virginiana","American Witchhazel","2.9000000000000000e+001","2","323543","8.0000001192092896e-001","2","323543","0.0000000000000000e+000","0",NULL,"2"
"1014143454","18","Carpinus caroliniana ssp. virginiana","American Hornbeam","4.9799999237060547e+001","2","231978","1.8999999761581421e+000","2","231978","0.0000000000000000e+000","0",NULL,"3"
"1014625638","8","Chamaecyparis thyoides","Atlantic White Cedar","6.2400001525878906e+001","2","242636","9.5833330154418945e+000","2","242635","0.0000000000000000e+000","0",NULL,"2"
"1016120012","47","Acer palmatum","Japanese Maple","3.2500000000000000e+001","2","315050","4.7000002861022949e+000","2","313188","3.6000000000000000e+001","2","313188","3"
"1016429346","15","Quercus shumardii","Shumard's Oak","1.4739999389648437e+002","2","297825","1.5500000000000000e+001","2","174571","7.6500000000000000e+001","2","174571","25"
"1016642348","18","Chamaecyparis thyoides","Atlantic White Cedar","7.7000000000000000e+001","2","45357","4.9000000953674316e+000","2","45357","0.0000000000000000e+000","0",NULL,"2"
"1018212981","36","Alnus glutinosa","European Alder","6.7400001525878906e+001","2","166547","2.6666667461395264e+000","2","166547","1.5000000000000000e+001","2","139756","2"
"1020336729","40","Pinus pungens","Table Mountain Pine","0.0000000000000000e+000","0",NULL,"5.1666665077209473e+000","2","230566","0.0000000000000000e+000","0",NULL,"1"
"102116821","47","Platanus occidentalis","American Sycamore","1.5150000000000000e+002","2","274567","2.7416666030883789e+001","2","312034","1.2800000000000000e+002","2","312076","110"
"1021423274","18","Quercus coccinea var. coccinea","Scarlet Oak","1.3069999694824219e+002","2","231390","1.2083333015441895e+001","2","231050","0.0000000000000000e+000","0",NULL,"12"
"1021622652","33","Carya ovata","Shagbark Hickory","1.3680000305175781e+002","2","169510","9.0000000000000000e+000","2","187630","0.0000000000000000e+000","0",NULL,"27"
"1022666669","22","Ulmus americana","American Elm","1.2200000000000000e+002","2","283689","1.7000000000000000e+001","2","171807","1.3100000000000000e+002","2","171807","4"
"1023058106","5","Abies lasiocarpa var. bifolia","Subalpine Fir","8.5000000000000000e+001","2","296851","4.0300002098083496e+000","2","296851","0.0000000000000000e+000","0",NULL,"1"
"1023107739","36","Picea rubens","Red Spruce","9.4599998474121094e+001","2","168987","5.7999997138977051e+000","2","168983","0.0000000000000000e+000","0",NULL,"6"
"1024533312","28","Acer rubrum","Red Maple","0.0000000000000000e+000","0",NULL,"5.5833334922790527e+000","2","235937","0.0000000000000000e+000","0",NULL,"1"
"1025185825","27","Quercus rubra","Northern Red Oak","1.0059999847412109e+002","2","220685","1.1166666984558105e+001","2","220686","0.0000000000000000e+000","0",NULL,"2"
"1025337541","36","Populus tremuloides","Quaking Aspen","1.0080000305175781e+002","2","149593","8.5833330154418945e+000","2","149593","0.0000000000000000e+000","0",NULL,"7"
"1025361239","4","Abies concolor var. lowiana","White Fir","2.4210000610351562e+002","2","274335","1.8280000686645508e+001","2","320699","0.0000000000000000e+000","0",NULL,"10"
"1025532938","1","Juglans nigra","Black Walnut","1.1840000152587891e+002","2","233895","7.2500000000000000e+000","2","233893","0.0000000000000000e+000","0",NULL,"4"
"1026887552","18","Asimina triloba","Pawpaw","4.7700000762939453e+001","2","232008","1.8000000715255737e+000","2","232006","0.0000000000000000e+000","0",NULL,"7"
"1029459614","32","Quercus coccinea","Scarlet Oak","1.0930000305175781e+002","2","280539","6.3333334922790527e+000","2","260424","0.0000000000000000e+000","0",NULL,"4"
"1029714474","29","Quercus spp.","Oak","0.0000000000000000e+000","0",NULL,"1.5416666984558105e+001","2","171543","0.0000000000000000e+000","0",NULL,"7"
"1031874999","32","Catalpa ovata","Chinese Catalpa","7.0699996948242187e+001","2","226051","1.3500000238418579e+000","2","226086","0.0000000000000000e+000","0",NULL,"2"
"103313692","17","Populus tremuloides","Quaking Aspen","8.4599998474121094e+001","2","250219","4.3333334922790527e+000","2","250219","0.0000000000000000e+000","0",NULL,"1"
"1033813530","3","Populus fremontii ssp. fremontii","Fremont Cottonwood","1.0130000305175781e+002","2","96830","2.4833333969116211e+001","2","130902","1.1180000305175781e+002","2","96521","29"
"1035917179","2","Ulmus crassifolia","Cedar Elm","1.0119999694824219e+002","2","241854","9.1666669845581055e+000","2","241729","0.0000000000000000e+000","0",NULL,"2"
"1036291780","18","Pinus nigra","Austrian Pine","4.0500000000000000e+001","2","102902","6.9666666984558105e+000","2","102902","0.0000000000000000e+000","0",NULL,"1"
"1037694114","12","Quercus palustris","Pin Oak","1.3030000305175781e+002","2","273887","1.9949998855590820e+001","2","273887","0.0000000000000000e+000","0",NULL,"2"
"1038024681","25","Quercus phellos","Willow Oak","1.0750000000000000e+002","2","40626","1.8666666030883789e+001","2","252346","8.8000000000000000e+001","2","252346","9"
"1038487082","2","Quercus pagoda","Cherrybark Oak","1.3919999694824219e+002","2","241695","1.3500000000000000e+001","2","241610","0.0000000000000000e+000","0",NULL,"11"
"1039325910","47","Quercus marilandica var. marilandica","Blackjack Oak","4.5500000000000000e+001","2","313087","4.0999999046325684e+000","2","313087","2.9000000000000000e+001","2","313087","1"
"1039340652","7","Quercus rubra","Northern Red Oak","1.5010000610351562e+002","2","232219","1.6500000000000000e+001","2","213679","1.1100000000000000e+002","2","213679","23"
"1040025879","12","Quercus velutina","Black Oak","1.0869999694824219e+002","2","273888","1.8500000000000000e+001","2","171019","7.7000000000000000e+001","2","171019","2"
"104057748","38","Celtis laevigata var. laevigata","Sugarberry","1.3360000610351562e+002","2","252748","1.3000000000000000e+001","2","252747","0.0000000000000000e+000","0",NULL,"12"
"104058577","10","Ulmus rubra","Slippery Elm","1.1300000000000000e+002","2","233675","8.2500000000000000e+000","2","233675","5.5500000000000000e+001","2","233675","1"
"1041680797","3","Mahonia fremontii","Fremont's Mahonia","1.1600000381469727e+001","2","46448","8.3333331346511841e-001","2","46448","0.0000000000000000e+000","0",NULL,"2"
"1041977081","38","Acer rubrum var. trilobum","Red Maple","1.0690000152587891e+002","2","252661","7.1666665077209473e+000","2","252661","0.0000000000000000e+000","0",NULL,"1"
"1042599162","30","Abies concolor var. concolor","White Fir","1.0400000000000000e+002","2","317991","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"4"
"1043326059","32","Quercus xschuettei","Hybrid Oak","9.9500000000000000e+001","2","281056","1.1000000000000000e+001","2","281057","0.0000000000000000e+000","0",NULL,"2"
"1043818046","38","Ilex decidua","Possumhaw","4.9200000762939453e+001","2","252768","3.5000000000000000e+000","2","252767","0.0000000000000000e+000","0",NULL,"4"
"1043982249","2","Cercis canadensis","Eastern Redbud","4.0500000000000000e+001","2","241817","2.7500000000000000e+000","2","241817","0.0000000000000000e+000","0",NULL,"1"
"1044483247","4","Yucca schidigera","Mojave Yucca","1.3800000190734863e+001","2","239523","2.5000000000000000e+000","2","239523","0.0000000000000000e+000","0",NULL,"1"
"1044727048","33","Aesculus glabra","Ohio Buckeye","9.2699996948242188e+001","2","10001","1.2000000000000000e+001","2","10100","6.1000000000000000e+001","2","10100","4"
"1044949223","47","Aesculus pavia","Red Buckeye","1.9500000000000000e+001","2","222952","1.6000000238418579e+000","2","222952","0.0000000000000000e+000","0",NULL,"1"
"1045498995","254","Quercus cerris","European Turkey Oak","5.4099998474121094e+001","2","286418","9.0583333969116211e+000","2","286418","0.0000000000000000e+000","0",NULL,"1"
"1045859632","47","Prunus serrulata","Japanese Flowering Cherry","4.7599998474121094e+001","2","315040","7.3333334922790527e+000","2","315039","2.5000000000000000e+001","2","315039","3"
"1046158666","29","Pinus rigida","Pitch Pine","5.0599998474121094e+001","2","169991","7.1833329200744629e+000","2","170130","0.0000000000000000e+000","0",NULL,"3"
"1046194872","9","Acer negundo","Boxelder","8.1900001525878906e+001","2","234442","5.2500000000000000e+000","2","234442","0.0000000000000000e+000","0",NULL,"2"
"1046289407","38","Aesculus flava","Yellow Buckeye","1.1400000000000000e+002","2","281305","9.8333330154418945e+000","2","281304","0.0000000000000000e+000","0",NULL,"4"
"1048126654","36","Liriodendron tulipifera","Tuliptree","1.6330000305175781e+002","2","134482","2.2600000381469727e+001","2","255983","1.1200000000000000e+002","2","255912","423"
"1048673472","57","Salix discolor","Pussy Willow","3.3099998474121094e+001","2","233049","1.3000000715255737e+000","2","233049","0.0000000000000000e+000","0",NULL,"2"
"1049378080","12","Populus deltoides","Eastern Cottonwood","1.3010000610351562e+002","2","170968","2.1500000000000000e+001","2","171016","0.0000000000000000e+000","0",NULL,"7"
"1050502991","23","Carya cordiformis","Bitternut Hickory","1.3050000000000000e+002","2","251152","9.4166669845581055e+000","2","251152","0.0000000000000000e+000","0",NULL,"2"
"1050598741","25","Picea rubens","Red Spruce","1.6030000305175781e+002","2","323603","1.2666666984558105e+001","2","229195","0.0000000000000000e+000","0",NULL,"13"
"1051277278","36","Abies chinsiensis","Shensi Fir","7.0000000000000000e+001","2","225108","8.3000001907348633e+000","2","225108","0.0000000000000000e+000","0",NULL,"1"
"1052056523","3","Pinus leiophylla var. chihuahuana","Chihuahuan Pine","9.9599998474121094e+001","2","320809","8.8100004196166992e+000","2","320810","0.0000000000000000e+000","0",NULL,"4"
"1052389267","47","Oxydendrum arboreum","Sourwood","9.7699996948242188e+001","2","313083","7.0999999046325684e+000","2","313083","5.5500000000000000e+001","2","313083","12"
"1052616077","32","Fraxinus americana var. biltmoreana","Biltmore Ash","7.3000000000000000e+001","2","226057","1.1000000000000000e+001","2","226057","0.0000000000000000e+000","0",NULL,"1"
"1052651506","44","Acer saccharum","Sugar Maple","1.0559999847412109e+002","2","253220","9.4499998092651367e+000","2","253220","0.0000000000000000e+000","0",NULL,"4"
"1054583668","254","Larix sibirica","Siberian Larch","7.1199996948242187e+001","2","286417","7.1250000000000000e+000","2","286417","0.0000000000000000e+000","0",NULL,"1"
"1055063039","32","Gymnocladus dioicus","Kentucky Coffeetree","1.0419999694824219e+002","2","220886","9.2799997329711914e+000","2","236106","0.0000000000000000e+000","0",NULL,"4"
"1055107252","22","Salix nigra","Black Willow","1.0019999694824219e+002","2","283682","7.1999998092651367e+000","2","283682","0.0000000000000000e+000","0",NULL,"2"
"1055495459","50","Alnus incana ssp. tenuifolia","Thinleaf Alder","2.6100000381469727e+001","2","74992","1.3333333730697632e+000","2","75013","0.0000000000000000e+000","0",NULL,"3"
"1055901949","36","Acer saccharum var. saccharum","Sugar Maple","1.2759999847412109e+002","2","222039","1.6500000000000000e+001","2","255871","7.1099998474121094e+001","2","255871","101"
"1057426978","9","Juglans cinerea","Butternut","0.0000000000000000e+000","0",NULL,"4.0000000000000000e+000","2","234521","0.0000000000000000e+000","0",NULL,"2"
"1059040212","18","Taxodium distichum","Bald Cypress","1.1609999847412109e+002","2","231004","7.7500000000000000e+000","2","231003","0.0000000000000000e+000","0",NULL,"2"
"1059226613","47","Quercus montana","Chestnut Oak","1.1400000000000000e+002","2","323181","2.2000000000000000e+001","2","312122","9.2000000000000000e+001","2","312081","23"
"1060238719","8","Magnolia grandiflora","Southern Magnolia","1.0140000152587891e+002","2","323415","1.4083333015441895e+001","2","253895","8.4000000000000000e+001","2","253895","5"
"1061757926","30","Picea engelmannii var. engelmannii","Engelmann Spruce","1.3550000000000000e+002","2","317999","8.0500001907348633e+000","2","317997","0.0000000000000000e+000","0",NULL,"5"
"106175887","15","Carya cordiformis","Bitternut Hickory","1.4589999389648437e+002","2","297367","1.0600000381469727e+001","2","297711","0.0000000000000000e+000","0",NULL,"30"
"1062855489","122","Cecropia obtusifolia","Guarumo","8.2099998474121094e+001","2","221883","3.0833332538604736e+000","2","221882","0.0000000000000000e+000","0",NULL,"2"
"1063346119","23","Ulmus spp.","Elm","1.2900000000000000e+002","2","251169","1.3666666984558105e+001","2","251169","9.0000000000000000e+001","2","251169","1"
"106364296","15","Carpinus caroliniana ssp. caroliniana","American Hornbeam","5.1799999237060547e+001","2","297840","2.0999999046325684e+000","2","297839","0.0000000000000000e+000","0",NULL,"2"
"1065037659","25","Larix spp.","Larch","5.0900001525878906e+001","2","227878","5.5000000000000000e+000","2","227878","0.0000000000000000e+000","0",NULL,"1"
"106512665","15","Quercus muehlenbergii","Chinkapin Oak","1.3630000305175781e+002","2","297504","1.7916666030883789e+001","2","174143","7.1000000000000000e+001","2","174144","14"
"1065268583","38","Castanea dentata","American Chestnut","4.5799999237060547e+001","2","252608","1.2416666984558105e+001","2","237783","0.0000000000000000e+000","0",NULL,"2"
"1065791171","47","Quercus muehlenbergii","Chinkapin Oak","1.3500000000000000e+002","2","313254","2.1300001144409180e+001","2","313086","9.2599998474121094e+001","2","313131","9"
"1066136149","47","Carya cordiformis","Bitternut Hickory","1.4930000305175781e+002","2","166996","1.7333333969116211e+001","2","313209","9.8300003051757813e+001","2","313209","26"
"1066188596","64","Quercus velutina","Black Oak","1.3900000000000000e+002","2","76115","1.2666666984558105e+001","2","175029","0.0000000000000000e+000","0",NULL,"5"
"1068024455","64","Quercus palustris","Pin Oak","8.2800003051757813e+001","2","175057","1.0333333015441895e+001","2","175057","0.0000000000000000e+000","0",NULL,"1"
"1068430990","47","Quercus cerris","European Turkey Oak","4.5599998474121094e+001","2","222948","1.8333333730697632e+000","2","222948","0.0000000000000000e+000","0",NULL,"1"
"1068535285","1","Fraxinus quadrangulata","Blue Ash","1.0880000305175781e+002","2","315724","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"1"
"1068723343","52","Picea rubens","Red Spruce","1.0900000000000000e+002","2","240021","7.2333335876464844e+000","2","240299","0.0000000000000000e+000","0",NULL,"3"
"1069163216","24","Abies lasiocarpa var. bifolia","Subalpine Fir","1.3760000610351562e+002","2","318058","6.9000000953674316e+000","2","318058","0.0000000000000000e+000","0",NULL,"2"
"1069236263","36","Quercus phellos","Willow Oak","1.0830000305175781e+002","2","134982","1.8916666030883789e+001","2","134982","1.2000000000000000e+002","2","134442","2"
"1070187023","15","Platanus occidentalis","American Sycamore","1.5810000610351562e+002","2","297565","1.7600000381469727e+001","2","297520","0.0000000000000000e+000","0",NULL,"81"
"1070293225","57","Abies balsamea","Balsam Fir","7.7800003051757812e+001","2","233108","3.6666667461395264e+000","2","233054","0.0000000000000000e+000","0",NULL,"3"
"1070910143","61","Betula papyrifera","Paper Birch","5.7799999237060547e+001","2","75003","3.1666667461395264e+000","2","75003","0.0000000000000000e+000","0",NULL,"1"
"1071323747","3","Acer glabrum var. glabrum","Rocky Mountain Maple","3.7400001525878906e+001","2","130978","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"1"
"1071541824","25","Crateagus spp.","Hawthorn","1.9000000000000000e+001","2","252327","2.5000000000000000e+000","2","252328","0.0000000000000000e+000","0",NULL,"3"
"1071782849","61","Abies lasiocarpa var. lasiocarpa","Subalpine Fir","9.4300003051757812e+001","2","75004","3.4333333969116211e+000","2","75004","0.0000000000000000e+000","0",NULL,"1"
"107207855","47","Carpinus betulus","European Hornbeam","6.3000000000000000e+001","2","315245","6.0000000000000000e+000","2","315245","5.3000000000000000e+001","2","315245","2"
"1072503174","43","Ulmus rubra","Slippery Elm","9.9000000000000000e+001","2","314406","5.1999998092651367e+000","2","314406","0.0000000000000000e+000","0",NULL,"1"
"1073669530","8","Taxodium distichum","Bald Cypress","1.2440000152587891e+002","2","323411","1.3508334159851074e+001","2","159249","0.0000000000000000e+000","0",NULL,"4"
"1073678176","9","Magnolia fraseri","Mountain Magnolia","1.1100000000000000e+002","2","249297","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"1"
"1074551316","43","Chamaecyparis pisifera","Sawara False Cypress","9.1199996948242188e+001","2","224550","8.1666669845581055e+000","2","224550","0.0000000000000000e+000","0",NULL,"3"
"1075262092","17","Metasequoia glyptostroboides","Dawn Redwood","7.9000000000000000e+001","2","235852","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"1"
"1075675339","2","Salix interior","Sandbar Willow","5.2900001525878906e+001","2","241833","3.3333332538604736e+000","2","241835","0.0000000000000000e+000","0",NULL,"3"
"1075747738","33","Pinus aristata","Bristlecone Pine","7.0000000000000000e+000","2","302704","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"1"
"1075857694","43","Ailanthus altissima","Tree Of Heaven","1.0040000152587891e+002","2","168554","4.4166665077209473e+000","2","168554","0.0000000000000000e+000","0",NULL,"2"
"1077704222","38","Sideroxylon lanuginosum","Gum Bully","3.5299999237060547e+001","2","252707","7.5000000000000000e-001","2","252707","0.0000000000000000e+000","0",NULL,"1"
"1078426867","9","Catalpa speciosa","Northern Catalpa","7.0000000000000000e+001","2","243211","9.1666669845581055e+000","2","243211","0.0000000000000000e+000","0",NULL,"1"
"1078437365","5","Pinus ponderosa var. scopulorum","Ponderosa Pine","1.5200000000000000e+002","2","242495","1.3750000000000000e+001","2","280637","3.5000000000000000e+001","2","242357","15"
"1078853771","9","Quercus georgiana","Georgia Oak","4.5700000762939453e+001","2","249366","3.5000000000000000e+000","2","249367","0.0000000000000000e+000","0",NULL,"4"
"1079252256","15","Celtis occidentalis","Common Hackberry","1.3019999694824219e+002","2","297569","8.0000000000000000e+000","2","297570","0.0000000000000000e+000","0",NULL,"7"
"107964767","1","Quercus nigra","Water Oak","1.2080000305175781e+002","2","233875","6.0000000000000000e+000","2","233875","0.0000000000000000e+000","0",NULL,"1"
"1080626212","9","Nyssa sylvatica","Blackgum","1.0880000305175781e+002","2","249298","9.6666669845581055e+000","2","234786","0.0000000000000000e+000","0",NULL,"3"
"1081053665","32","Tsuga canadensis","Eastern Hemlock","1.4310000610351562e+002","2","205432","1.7274999618530273e+001","2","257181","3.4000000000000000e+001","2","302411","303"
"1081428633","21","Tsuga canadensis","Eastern Hemlock","7.3000000000000000e+001","2","233287","6.8333334922790527e+000","2","233287","2.7500000000000000e+001","2","233287","3"
"1081583799","47","Liriodendron tulipifera","Tuliptree","1.7300000000000000e+002","2","84357","2.4416666030883789e+001","2","315288","1.2000000000000000e+002","2","313128","137"
"1081689814","36","Ulmus spp.","Elm","8.1500000000000000e+001","2","171378","9.1666669845581055e+000","2","171378","0.0000000000000000e+000","0",NULL,"1"
"1082543515","124","Eucalyptus camaldulensis","River Redgum","9.3800003051757813e+001","2","274944","1.4241665840148926e+001","2","274944","0.0000000000000000e+000","0",NULL,"1"
"1082573662","9","Quercus imbricaria","Shingle Oak","9.0300003051757812e+001","2","243214","1.0166666984558105e+001","2","243214","9.6000000000000000e+001","2","243214","1"
"108357127","18","Abies homolepis","Nikko Fir","5.1500000000000000e+001","2","102904","4.3750000000000000e+000","2","102904","0.0000000000000000e+000","0",NULL,"1"
"108397106","30","Populus alba","White Poplar","7.2800003051757812e+001","2","163889","8.8499994277954102e+000","2","163889","0.0000000000000000e+000","0",NULL,"1"
"1084037764","32","Fagus grandifolia","American Beech","1.3010000610351562e+002","2","280010","1.3500000000000000e+001","2","221304","9.0000000000000000e+001","2","221021","139"
"1084447032","23","Quercus phellos","Willow Oak","1.3800000000000000e+002","2","251105","1.6166666030883789e+001","2","251104","9.0000000000000000e+001","2","251104","9"
"1085580184","36","Oxydendrum arboreum","Sourwood","9.2000000000000000e+001","2","18521","5.2500000000000000e+000","2","18521","3.0000000000000000e+001","2","132061","2"
"1086045399","36","Quercus x heterophylla","Bartram Oak","9.4900001525878906e+001","2","255937","1.6300001144409180e+001","2","255937","9.2000000000000000e+001","2","255937","1"
"1088505078","47","Acer saccharum var. saccharum","Sugar Maple","1.3260000610351562e+002","2","323170","1.7250000000000000e+001","2","312120","8.7900001525878906e+001","2","312070","31"
"1089383183","57","Sorbus decora","Northern Mountain Ash","5.2500000000000000e+001","2","233053","4.0000000000000000e+000","2","233053","0.0000000000000000e+000","0",NULL,"5"
"1090289177","2","Magnolia virginiana","Sweetbay","7.3300003051757812e+001","2","241624","4.8333334922790527e+000","2","241625","0.0000000000000000e+000","0",NULL,"2"
"1092676043","4","Zelkova serrata","Japanese Zelkova","9.4400001525878906e+001","2","274984","8.3333330154418945e+000","2","274984","0.0000000000000000e+000","0",NULL,"1"
"1093022661","3","Platycladus orientalis","Oriental Arborvitae","5.6400001525878906e+001","2","274867","4.7666668891906738e+000","2","274867","0.0000000000000000e+000","0",NULL,"1"
"1093406718","36","Quercus montana","Chestnut Oak","1.2780000305175781e+002","2","143006","1.7033332824707031e+001","2","167627","0.0000000000000000e+000","0",NULL,"66"
"1095000262","3","Yucca brevifolia var. jaegeriana","Jaeger's Joshua Tree","2.8799999237060547e+001","2","239528","5.5833334922790527e+000","2","239530","0.0000000000000000e+000","0",NULL,"12"
"1096420876","38","Quercus marilandica","Blackjack Oak","6.2599998474121094e+001","2","236547","3.8333332538604736e+000","2","236547","0.0000000000000000e+000","0",NULL,"1"
"1096891821","23","Liriodendron tulipifera","Tuliptree","1.6100000000000000e+002","2","320709","1.1583333015441895e+001","2","251066","4.4000000000000000e+001","2","251161","15"
"1097698576","32","Viburnum lantanoides","Hobblebush","1.1199999809265137e+001","2","262275","0.0000000000000000e+000","0",NULL,"0.0000000000000000e+000","0",NULL,"3"
"109823063","5","Populus grandidentata","Bigtooth Aspen","1.0800000000000000e+002","2","242529","7.5000000000000000e+000","2","242529","3.0000000000000000e+001","2","242529","1"
"1098370048","33","Fraxinus quadrangulata","Blue Ash","1.1390000152587891e+002","2","9975","1.4916666984558105e+001","2","302689","0.0000000000000000e+000","0",NULL,"8"
"109864976","12","Gymnocladus dioicus","Kentucky Coffeetree","1.0409999847412109e+002","2","273889","7.1583333015441895e+000","2","273889","0.0000000000000000e+000","0",NULL,"1"
"1099267678","36","Carya cordiformis","Bitternut Hickory","1.5610000610351562e+002","2","173663","1.2000000000000000e+001","2","139967","0.0000000000000000e+000","0",NULL,"91"
"1099440840","36","Quercus muehlenbergii","Chinkapin Oak","9.8199996948242188e+001","2","255926","2.1166666030883789e+001","2","255933","1.1400000000000000e+002","2","255926","6"
"1101477589","38","Lindera benzoin","Northern Spicebush","2.1799999237060547e+001","2","236284","8.3333331346511841e-001","2","236284","0.0000000000000000e+000","0",NULL,"1"
"1102300063","9","Quercus stellata","Post Oak","1.0509999847412109e+002","2","249158","6.6666665077209473e+000","2","249158","0.0000000000000000e+000","0",NULL,"3"
"1102433326","47","Quercus phellos","Willow Oak","8.3000000000000000e+001","2","313202","1.3833333015441895e+001","2","313202","8.4900001525878906e+001","2","313202","4"
"1102761336","32","Amelanchier spp.","Serviceberry","7.2699996948242188e+001","2","275205","3.3333332538604736e+000","2","275206","0.0000000000000000e+000","0",NULL,"3"
"1103496538","117","Ulmus mexicana","Mexican Elm","1.9189999389648437e+002","2","253281","1.6833333969116211e+001","2","253281","0.0000000000000000e+000","0",NULL,"4"
"1103796867","64","Quercus bicolor","Swamp White Oak","8.8699996948242188e+001","2","174803","1.2250000000000000e+001","2","174803","0.0000000000000000e+000","0",NULL,"1"
"1104322831","43","Quercus alba","White Oak","1.4060000610351562e+002","2","168517","2.8583333969116211e+001","2","240480","1.4700000000000000e+002","2","48746","19"
"1105585883","3","Robinia neomexicana var. neomexicana","New Mexico Locust","4.1500000000000000e+001","2","130984","2.8333332538604736e+000","2","130977","0.0000000000000000e+000","0",NULL,"2"
"1107323881","13","Pinus strobus","Eastern White Pine","1.1809999847412109e+002","2","169769","8.5999994277954102e+000","2","169769","0.0000000000000000e+000","0",NULL,"1"
"110747170","3","Pinus edulis","Twoneedle Pinyon","4.7099998474121094e+001","2","46451","8.5083332061767578e+000","2","130980","6.2000000000000000e+001","2","130980","12"
"110803521","47","Zanthoxylum americanum","Common Pricklyash","1.2000000000000000e+001","2","312096","7.5000000000000000e-001","2","312096","1.4000000000000000e+001","2","312096","1"
"1108932845","50","Populus tremuloides","Quaking Aspen","8.9500000000000000e+001","2","75007","3.0000000000000000e+000","2","75007","0.0000000000000000e+000","0",NULL,"1"
"1109655415","1","Carya ovata","Shagbark Hickory","1.3989999389648437e+002","2","233857","6.8333334922790527e+000","2","233857","0.0000000000000000e+000","0",NULL,"6"
"1109851411","38","Quercus laurifolia","Laurel Oak","1.3010000610351562e+002","2","252722","2.2083333969116211e+001","2","252722","1.1000000000000000e+002","2","2419","8"
